apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2025-02-10,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-02-27,JAMAICA,YES,2012-03-13,1977,JAMAICA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",d1c050221aacc428dfdc73b4f27b7b8ff8dc5f45,2025-02-10 11:31:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,304696
2025-02-10,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8D] Excludable / Inadmissible - Under Adjudication by BIA,,,NO,,2009,HONDURAS,Male,"NDD - 26 FEDERAL PLAZA NY, NY",90d2057583bbb18fa7457313ccb46a8e1562d64b,2025-02-10 11:53:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,210229
2025-02-10,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,B-Relief Granted,[2B] Deportable - Under Adjudication by BIA,,,NO,,1988,YEMEN,Male,"CIP GENERAL AREA, NON-SPECIFIC",4ccbbb8da1ab9203ced6ffb210d44f5967453525,2025-02-10 11:58:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,111553
2025-02-10,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Law Enforcement Agency Response Unit,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2010,GUINEA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",370e55f2dc1aa004ba0c692a9b9e5119bd34e16f,2025-02-10 12:17:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,79968
2025-02-10,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-05,ECUADOR,YES,2024-11-27,1996,ECUADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",8ba12b7427ba492589a4c4df40f3b0b45ccc086c,2025-02-10 12:24:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,202697
2025-02-10,NEW YORK,Buffalo Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1993,ECUADOR,Male,GENESEE COUNTY,e8ecbc3b879763a2581e05405251f43f6a6978c4,2025-02-10 13:32:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,338390
2025-02-11,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,NO,,1992,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",4e407d8e495a614d0de19fb00284f9383e80303c,2025-02-11 00:41:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,113673
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-03-06,ECUADOR,YES,2014-03-06,1987,ECUADOR,Male,"NBG GENERAL AREA, NON-SPECIFIC",2e812034f6d3ec1625e79fc0ecebfc55901944c0,2025-02-11 00:58:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,67457
2025-02-11,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-03,HONDURAS,YES,2024-11-20,1996,HONDURAS,Male,WENDE CORRECTIONAL FACILITY,8e219e2954055cf4a4d36d76229519e1a403c263,2025-02-11 07:45:58 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,206344
2025-02-11,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-25,MEXICO,YES,2021-07-29,1977,MEXICO,Male,WENDE CORRECTIONAL FACILITY,dfdb6e5017fcfc2f3a67474f508137e2cb09ce47,2025-02-11 07:48:01 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,325138
2025-02-11,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Law Enforcement Agency Response Unit,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2010,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",8d4f9845696aa6285d3762a0f9d20d9a18ea05c2,2025-02-11 08:46:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,205166
2025-02-11,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-26,HONDURAS,YES,2004-05-28,1976,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",3d8648a19550afe9849437e860b999a62eab3ecc,2025-02-11 09:04:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,89243
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-08,ECUADOR,YES,2025-03-17,1997,ECUADOR,Male,"NBG GENERAL AREA, NON-SPECIFIC",bd74e134a9288fdabb1147895a0c13d54e5f97cf,2025-02-11 09:09:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,275270
2025-02-11,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Other efforts,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-05,DOMINICAN REPUBLIC,YES,2025-07-30,1996,DOMINICAN REPUBLIC,Male,"NDD - 26 FEDERAL PLAZA NY, NY",c33c76860721cd28864b0ad511240054cc36b0f1,2025-02-11 09:29:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,283761
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-07-11,1995,VENEZUELA,Unknown,"NDD - 26 FEDERAL PLAZA NY, NY",d84123a018dc6662fff46fab383b950a2c6d6a57,2025-02-11 09:42:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,314149
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,3-Voluntary Departure Confirmed,[3] Deportable - Administratively Final Order,2025-03-27,DOMINICAN REPUBLIC,YES,2025-03-04,1966,DOMINICAN REPUBLIC,Male,FUGITIVE OPERATIONS NY STATE,d5a3a7d8f77d6b23dbd21ee462390d09d6d17dc7,2025-02-11 10:15:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,310456
2025-02-11,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1999,MAURITANIA,Male,ATD NY STATE,0ac95fb66db60bd998d99fb5c7eb397df73ae727,2025-02-11 10:32:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,15742
2025-02-11,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-08-25,KENYA,YES,2023-03-08,1991,KENYA,Male,CAP - ORANGE COUNTY JAIL NY STATE,6454eb57c16d61c235dae7b8fce79db4ba2f611b,2025-02-11 10:51:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,145526
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-03-25,ECUADOR,YES,2025-02-11,1982,ECUADOR,Male,FUGITIVE OPERATIONS NY STATE,7a623a526eee089757ca21dcbf62a49cd82345d9,2025-02-11 11:10:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,177788
2025-02-11,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-05-02,VENEZUELA,YES,2024-11-19,2004,VENEZUELA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",670979ee3ce6ee17549d05fd28a078909a23970a,2025-02-11 11:19:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,149374
2025-02-11,NEW YORK,Buffalo Area of Responsibility,Alternatives to Detention,ICE,Located,2 Pending Criminal Charges,E-Charging Document Canceled by ICE,[8G] Expedited Removal - Credible Fear Referral,,,NO,,1980,GUINEA,Male,ERIE COUNTY,615b61ea212e5971f0b8e7b316d31f261281dc4d,2025-02-11 11:45:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,141138
2025-02-11,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-29,DOMINICAN REPUBLIC,YES,2025-04-09,1990,DOMINICAN REPUBLIC,Male,ALBANY COUNTY,8fb11fbe5fd76705ca5e58cb110ae5388101007d,2025-02-11 12:14:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,208584
2025-02-11,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Law Enforcement Agency Response Unit,3 Other Immigration Violator,,,,,,,2010,VENEZUELA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",0a7af2bab52739061de9ee2fcaef8884c06e14b6,2025-02-11 12:47:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,15293
2025-02-11,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-04,GUINEA,YES,2024-10-01,2004,GUINEA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",8b1bef7ec506bf3ac72ac13b698248b2a09c6cd6,2025-02-11 12:57:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,201927
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-31,HONDURAS,YES,2018-07-27,1997,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",8e852a037cce69fa207ce1ab0892295ff6b0d904,2025-02-11 13:40:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,206883
2025-02-11,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-03-28,BANGLADESH,YES,2021-04-07,1997,BANGLADESH,Male,"NDD - 26 FEDERAL PLAZA NY, NY",6a6b9c61d6cfbc367d961b39b0d815e6e605acbe,2025-02-11 13:54:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,154279
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Other Agency (turned over to INS),3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-01-05,1993,JAMAICA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",ebc019fe0dc86ab89137aaab964d120431ed6efe,2025-02-11 17:05:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,342294
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-10,GUATEMALA,YES,2003-03-14,1985,GUATEMALA,Male,"CIP GENERAL AREA, NON-SPECIFIC",4902469476595a74b8278d256889d064f2d6b979,2025-02-11 17:09:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,106092
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-04,DOMINICAN REPUBLIC,YES,2011-05-12,1985,DOMINICAN REPUBLIC,Male,FUGITIVE OPERATIONS NY STATE,8dc5d19f91ac0b4af9e1d2e967812fed8c4cfd10,2025-02-11 17:23:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,205842
2025-02-11,NEW YORK,Buffalo Area of Responsibility,Non-Detained Docket Control,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-08-28,1997,"CHINA, PEOPLES REPUBLIC OF",Male,TOMPKINS COUNTY JAIL,e84457e589e9d9c93e4a5f720662fcaa5693e680,2025-02-11 22:20:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,337430
2025-02-11,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-07-01,MEXICO,YES,2013-04-18,1993,MEXICO,Male,FUGITIVE OPERATIONS NY STATE,829ed81f5ba69b3f143965b899301ff2b77e5afd,2025-02-11 22:30:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,189645
2025-02-12,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-04-22,INDIA,YES,2007-03-28,1981,INDIA,Male,WENDE CORRECTIONAL FACILITY,460b3eefa8929a8f6e55d46e9fe3b98475282b0c,2025-02-12 06:54:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,101730
2025-02-12,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Law Enforcement Agency Response Unit,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,NO,,1988,PERU,Male,"NDD - 26 FEDERAL PLAZA NY, NY",0ae952629fa472696022166c1c2117dbf1e2852f,2025-02-12 09:21:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,15917
2025-02-12,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-16,VENEZUELA,YES,2025-04-17,1988,VENEZUELA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",b5e643eb48bdf3998b4a8dba8782766af3fd0a69,2025-02-12 10:23:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,264035
2025-02-12,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1975,DOMINICAN REPUBLIC,Male,"NDD - 26 FEDERAL PLAZA NY, NY",677c3921713ef09a7be1d680452844637bbeebd5,2025-02-12 10:27:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,150043
2025-02-12,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1993,UZBEKISTAN,Male,FUGITIVE OPERATIONS NY STATE,6205a26f52f152a9220cef88e2c504f126963a10,2025-02-12 12:15:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,142131
2025-02-12,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,1962,JAMAICA,Male,"CIP GENERAL AREA, NON-SPECIFIC",f4c39b5e5a99d3b61831ac1934e3b7785b65296d,2025-02-12 12:40:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,355203
2025-02-12,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2025-03-11,ECUADOR,YES,2016-12-29,1970,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",79eaf3fc5213e575cc7a7f624353def9e58345fe,2025-02-12 18:07:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,177101
2025-02-13,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-10-06,1961,JAMAICA,Male,CAP - BOP BROOKLYN NY STATE,858362b3f1b6b2317474cce1abb7f4831ea081b4,2025-02-13 07:36:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,193726
2025-02-13,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-22,MEXICO,YES,2025-03-20,2004,HONDURAS,Male,WENDE CORRECTIONAL FACILITY,bc3640ee048bfd9b25ce9772a93aea696b3e15be,2025-02-13 07:48:32 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,273458
2025-02-13,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-19,ECUADOR,YES,2025-06-19,1986,ECUADOR,Male,ALBANY COUNTY,2c72f9c96ae947164aba24f2fa74a6afe517dd87,2025-02-13 08:39:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,64489
2025-02-13,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-20,ECUADOR,YES,2025-03-25,1993,ECUADOR,Male,ALBANY COUNTY,d496acd858e46e1394af814a1c1ce37ca940a377,2025-02-13 08:49:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,308878
2025-02-13,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-20,ECUADOR,YES,2017-05-16,1970,ECUADOR,Male,"NBG GENERAL AREA, NON-SPECIFIC",4fd21fe193d7c9ab0859a55db7b07cd0fb40342c,2025-02-13 08:52:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,115962
2025-02-13,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-07,EL SALVADOR,YES,2016-03-17,1981,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",1448658e475511189e8c262be97bfebe2baf4ad3,2025-02-13 10:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,29457
2025-02-13,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2025-04-02,EL SALVADOR,YES,2025-02-13,1983,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",a867d24f10a234d3eccc14f99b023f06e8f0dc8f,2025-02-13 10:20:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,244558
2025-02-13,NEW YORK,Buffalo Area of Responsibility,Non-Detained Docket Control,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-27,JAMAICA,YES,2020-01-21,1961,JAMAICA,Male,ONONDAGA COUNTY,db268bb257dd7f00449fc25dcdb921a9b25ab8a2,2025-02-13 10:25:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,318374
2025-02-13,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-05,ECUADOR,YES,2025-04-02,1993,ECUADOR,Male,CAP - NASSAU COUNTY JAIL NY STATE,16621dd8af902761855dcb61a5afedc79461cbe7,2025-02-13 10:30:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,32584
2025-02-13,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-30,HONDURAS,YES,2025-04-09,1997,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",2913de64f330c0d62a98b59209ca1a4ef5116516,2025-02-13 10:55:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,59646
2025-02-13,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1994,ECUADOR,Male,MONROE COUNTY,973141fb42f15ce6b21c4c969ba4a38a81c6fd33,2025-02-13 11:29:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,219467
2025-02-13,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-03,MEXICO,YES,2015-03-19,1988,MEXICO,Male,"NBG GENERAL AREA, NON-SPECIFIC",a4120b82a809628f10b46147bd76343649356315,2025-02-13 11:32:36 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,238271
2025-02-13,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-08-22,MEXICO,YES,2024-09-22,2002,MEXICO,Female,"NDD - 26 FEDERAL PLAZA NY, NY",7663376b267ac05515d65c4fbf3b17d86a8559d2,2025-02-13 12:37:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,171856
